ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T77,Premise,10496,10527,those requests were not honored,38_2012,23,3
T78,Claim,10866,10944,"when it comes to speaking up for our values, we should not apologize for those",38_2012,23,7
T79,Claim,11750,11807,We cannot allow Iran to gain a nuclear weapons capability,38_2012,27,0
T80,Claim,11999,12037,They're racing toward a nuclear weapon,38_2012,27,4
T81,Premise,11968,11997,Now they have enough for five,38_2012,27,3
T82,Premise,11866,11966,"When Barack Obama was elected, they had enough fissile material -- nuclear material to make one bomb",38_2012,27,2
T83,Claim,12795,12838,They're stepping up their terrorist attacks,38_2012,27,15
T84,Premise,12840,12984,"They tried a terrorist attack in the United States last year when they tried to blow up the Saudi ambassador at a restaurant in Washington, D.C.",38_2012,27,16
T85,Premise,12039,12100,They're four years closer toward a nuclear weapons capability,38_2012,27,5
T86,Claim,12443,12499,The administration was blocking us every step of the way,38_2012,27,10
T87,Premise,12102,12200,"We've had four different sanctions, the U.N. on Iran, three from the Bush administration, one here",38_2012,27,6
T88,Premise,12379,12441,"In Congress, I've been fighting for these sanctions since 2009",38_2012,27,9
T89,Premise,12333,12377,Mitt Romney proposed these sanctions in 2007,38_2012,27,8
T90,Premise,12206,12330,the only reason we got it is because Russia watered it down and prevented the -- the sanctions from hitting the central bank,38_2012,27,7
T91,Premise,12501,12658,Only because we had strong bipartisan support for these tough sanctions were we able to overrule their objections and put them in spite of the administration,38_2012,27,11
T92,Claim,13169,13285,in order to solve this peacefully -- which is everybody's goal -- you have to have the ayatollahs change their minds,38_2012,27,18
T93,Premise,13311,13356,They're moving faster toward a nuclear weapon,38_2012,27,20
T94,Claim,13371,13423,this administration has no credibility on this issue,38_2012,27,21
T95,Premise,13014,13158,"When this administration says that all options are on the table, they send out senior administration officials that send all these mixed signals",38_2012,27,17
T96,Claim,13438,13480,this administration watered down sanctions,38_2012,27,22
T97,Claim,13482,13499,delayed sanctions,38_2012,27,22
T98,Claim,13501,13558,tried to stop us for putting the tough sanctions in place,38_2012,27,22
T99,Premise,13565,13606,we have them in place because of Congress,38_2012,27,23
T100,Claim,13608,13690,"They say the military option's on the table, but it's not being viewed as credible",38_2012,27,24
T101,Claim,13696,13770,"the key is to do this peacefully, is to make sure that we have credibility",38_2012,27,25
T102,Claim,13772,13841,"Under a Romney administration, we will have credibility on this issue",38_2012,27,26
T103,Claim,14384,14406,We want to prevent war,38_2012,30,0
T104,Premise,13907,13972,imagine had we let the Republican Congress work out the sanctions,38_2012,29,1
T105,Premise,13974,14158,"You think there's any possibility the entire world would have joined us, Russia and China, all of our allies? These are the most crippling sanctions in the history of sanctions, period",38_2012,29,-1
T106,Premise,14481,14614,How are they going to prevent war if they say there's nothing more that we -- that they say we should do than what we've already done,38_2012,31,1
T107,Claim,14818,14862,we could deal a serious blow to the Iranians,38_2012,31,3
T108,Claim,15096,15120,They are a good way away,38_2012,31,5
T109,Premise,14901,15094,"the Israelis and the United States, our military and intelligence communities are absolutely the same exact place in terms of how close -- how close the Iranians are to getting a nuclear weapon",38_2012,31,4
T110,Premise,15122,15172,There is no difference between our view and theirs,38_2012,31,6
T111,Premise,15175,15351,"When my friend talks about fissile material, they have to take this highly enriched uranium, get it from 20 percent up, then they have to be able to have something to put it in",38_2012,31,7
T112,Claim,15410,15500,Both the Israelis and we know -- we'll know if they start the process of building a weapon,38_2012,31,9
T113,Premise,15353,15408,There is no weapon that the Iranians have at this point,38_2012,31,8
T114,Premise,16537,16569,They are not changing their mind,38_2012,34,8
T115,Claim,16571,16656,"That's what we have to do, is change their mind so they stop pursuing nuclear weapons",38_2012,34,9
T116,Premise,16662,16682,they're going faster,38_2012,34,9
T117,Premise,16434,16534,"They see, when we say that these options are on the table, the secretary of defense walked them back",38_2012,34,7
T118,Premise,16288,16431,"They see President Obama in New York City the same day Bibi Netanyahu is and he, instead of meeting with him, goes on a -- on a daily talk show",38_2012,34,6
T119,Premise,16166,16286,"They see us saying when we come into the administration, when they're sworn in, we need more space with our ally, Israel",38_2012,34,5
T120,Premise,16125,16164,They're spinning the centrifuges faster,38_2012,34,4
T121,Premise,16078,16123,They're moving faster toward a nuclear weapon,38_2012,34,3
T122,Premise,15986,16076,They see this administration trying to water down sanctions in Congress for over two years,38_2012,34,2
T123,Premise,15916,15966,Let's look at this from the view of the ayatollahs,38_2012,34,0
T124,Claim,17388,17432,you've got to get them to change their minds,38_2012,38,1
T125,Premise,17366,17387,to do this peacefully,38_2012,38,1
T126,Claim,17610,17638,You have to have credibility,38_2012,41,0
T127,Claim,17301,17341,I don't want to go into classified stuff,38_2012,38,0
T128,Premise,17434,17466,They're not changing their minds,38_2012,38,2
T129,Premise,17562,17601,Let me tell you what the ayatollah sees,38_2012,40,0
T130,Premise,17762,17802,He sees the currency going into the tank,38_2012,42,2
T131,Premise,17695,17760,The ayatollah sees that there are 50 percent fewer exports of oil,38_2012,42,1
T132,Premise,17648,17693,The ayatollah sees his economy being crippled,38_2012,42,0
T133,Premise,17804,17843,He sees the economy going into freefall,38_2012,42,3
T134,Premise,17849,17946,he sees the world for the first time totally united in opposition to him getting a nuclear weapon,38_2012,42,4
T135,Claim,18480,18502,it's simply inaccurate,38_2012,44,0
T136,Premise,18144,18355,"I was in a, just before he went to the U.N., I was in a conference call with the -- with the president, with him talking to Bibi for well over an hour, in -- in -- in stark relief and detail of what was going on",38_2012,42,7
T137,Premise,18052,18115,He's spoken to Bibi Netanyahu as much as he's spoken to anybody,38_2012,42,6
T138,Premise,17953,18050,"with regard to Bibi, who's been my friend 39 years, the president has met with Bibi a dozen times",38_2012,42,5
T139,Claim,18775,18829,We will not allow the Iranians to get a nuclear weapon,38_2012,48,3
T140,Premise,18690,18773,"The secretary of defense has made it absolutely clear, we didn't walk anything back",38_2012,48,2
T141,Premise,18831,18943,What Bibi held up there was when they get to the point where they can enrich uranium enough to put into a weapon,38_2012,48,4
T142,Claim,18945,18984,They don't have a weapon to put it into,38_2012,48,5
T143,Claim,19025,19077,Iran is more isolated today than when we took office,38_2012,48,7
T144,Premise,19125,19147,It is totally isolated,38_2012,48,9
T145,Premise,19079,19123,It was on the ascendancy when we took office,38_2012,48,8
T146,Claim,19677,19727,they are not four years closer to a nuclear weapon,38_2012,57,0
T147,Claim,19736,19754,Of course they are,38_2012,58,0
T148,Premise,19775,19874,they're closer to being able to get enough fissile material to put in a weapon if they had a weapon,38_2012,59,0
T149,Claim,19972,19991,I'm not saying that,38_2012,61,0
T150,Premise,19886,19938,You are acting a little bit like they don't want one,38_2012,60,0
T151,Claim,19483,19518,I think that case speaks for itself,38_2012,53,3
T152,Claim,19432,19481,They're four years closer toward a nuclear weapon,38_2012,53,2
T153,Premise,19345,19386,They've given 20 waivers to this sanction,38_2012,53,0
T154,Premise,19392,19430,all I have to point to are the results,38_2012,53,1
T155,Premise,19286,19319,It's in spite of their opposition,38_2012,51,1
T156,Premise,19239,19284,Thank heavens we had these sanctions in place,38_2012,51,0
T157,Claim,20065,20196,"All this loose talk about them, ""All they have to do is get to enrich uranium in a certain amount and they have a weapon,"" not true",38_2012,61,4
T158,Claim,20198,20206,Not true,38_2012,61,5
T159,Premise,19997,20009,facts matter,38_2012,61,1
T160,Premise,20051,20063,Facts matter,38_2012,61,3
T161,Claim,20229,20321,"if we ever have to take action, unlike when we took office, we will have the world behind us",38_2012,61,6
T162,Claim,20327,20339,that matters,38_2012,61,6
T163,Claim,20341,20353,That matters,38_2012,61,7
T164,Claim,20488,20499,He is right,38_2012,63,0
T165,Claim,20501,20528,It could prove catastrophic,38_2012,63,1
T166,Premise,20530,20563,if we didn't do it with precision,38_2012,63,1
T167,Claim,20620,20723,it undermines our credibility by backing up the point when we make it that all options are on the table,38_2012,65,0
T168,Claim,20743,20840,"The ayatollahs see these kinds of statements and they think, ""I'm going to get a nuclear weapon.""",38_2012,65,2
T169,Premise,20849,21031,"when we see the kind of equivocation that took place because this administration wanted a precondition policy, so when the Green Revolution started up, they were silent for nine days",38_2012,65,3
